timestamp_localtime,experiment,pioreactor_unit,timestamp,message,source,level,task
5/23/24 11:57,Switching Media Salinity,worker2,2024-05-23T18:57:31.628505Z,"Initialized GPIO-13 using hardware-timing, initial frequency = 250.0 hz.",app,DEBUG,add_media
5/23/24 11:57,Switching Media Salinity,leader1,2024-05-23T18:57:31.633835Z,Running media pump continuously.,app,INFO,add_media
5/23/24 11:57,Switching Media Salinity,worker1,2024-05-23T18:57:31.635530Z,Running media pump continuously.,app,INFO,add_media
5/23/24 11:57,Switching Media Salinity,worker2,2024-05-23T18:57:31.642299Z,Running media pump continuously.,app,INFO,add_media
5/23/24 11:59,Switching Media Salinity,worker3,2024-05-23T18:59:00.781623Z,Stopped media pump.,app,INFO,add_media
5/23/24 11:59,Switching Media Salinity,worker1,2024-05-23T18:59:00.781664Z,Stopped media pump.,app,INFO,add_media
5/23/24 11:59,Switching Media Salinity,worker2,2024-05-23T18:59:00.781803Z,Stopped media pump.,app,INFO,add_media
5/23/24 11:59,Switching Media Salinity,leader1,2024-05-23T18:59:00.782869Z,Stopped media pump.,app,INFO,add_media
5/23/24 11:59,Switching Media Salinity,worker2,2024-05-23T18:59:00.841367Z,Cleaned up GPIO-13.,app,DEBUG,add_media
5/23/24 11:59,Switching Media Salinity,worker3,2024-05-23T18:59:00.841390Z,Cleaned up GPIO-13.,app,DEBUG,add_media
5/23/24 11:59,Switching Media Salinity,worker1,2024-05-23T18:59:00.841822Z,Cleaned up GPIO-13.,app,DEBUG,add_media
5/23/24 11:59,Switching Media Salinity,leader1,2024-05-23T18:59:00.856402Z,Cleaned up GPIO-13.,app,DEBUG,add_media
5/23/24 11:59,Switching Media Salinity,worker3,2024-05-23T18:59:17.104602Z,"GPIO-12 is currently locked but a task is overwriting it. Either too many jobs are trying to access this pin, or a job didn't clean up properly. If your confident you can release it, use `pio clear-cache pwm_locks 12 --as-int` on the command line for worker3.",app,ERROR,remove_waste
5/23/24 11:59,Switching Media Salinity,worker2,2024-05-23T18:59:17.108306Z,"GPIO-12 is currently locked but a task is overwriting it. Either too many jobs are trying to access this pin, or a job didn't clean up properly. If your confident you can release it, use `pio clear-cache pwm_locks 12 --as-int` on the command line for worker2.",app,ERROR,remove_waste
5/23/24 11:59,Switching Media Salinity,worker1,2024-05-23T18:59:17.111382Z,"GPIO-12 is currently locked but a task is overwriting it. Either too many jobs are trying to access this pin, or a job didn't clean up properly. If your confident you can release it, use `pio clear-cache pwm_locks 12 --as-int` on the command line for worker1.",app,ERROR,remove_waste
5/23/24 11:59,Switching Media Salinity,leader1,2024-05-23T18:59:17.114458Z,"GPIO-12 is currently locked but a task is overwriting it. Either too many jobs are trying to access this pin, or a job didn't clean up properly. If your confident you can release it, use `pio clear-cache pwm_locks 12 --as-int` on the command line for leader1.",app,ERROR,remove_waste
5/23/24 11:59,Switching Media Salinity,worker1,2024-05-23T18:59:18.741524Z,Stopped waste pump.,app,INFO,remove_waste
5/23/24 11:59,Switching Media Salinity,worker2,2024-05-23T18:59:18.742091Z,Stopped waste pump.,app,INFO,remove_waste
5/23/24 11:59,Switching Media Salinity,worker3,2024-05-23T18:59:18.742407Z,Stopped waste pump.,app,INFO,remove_waste
5/23/24 11:59,Switching Media Salinity,leader1,2024-05-23T18:59:18.742681Z,Stopped waste pump.,app,INFO,remove_waste
5/23/24 11:59,Switching Media Salinity,worker1,2024-05-23T18:59:18.800700Z,Cleaned up GPIO-12.,app,DEBUG,remove_waste
5/23/24 11:59,Switching Media Salinity,worker3,2024-05-23T18:59:18.802570Z,Cleaned up GPIO-12.,app,DEBUG,remove_waste
5/23/24 11:59,Switching Media Salinity,worker2,2024-05-23T18:59:18.802868Z,Cleaned up GPIO-12.,app,DEBUG,remove_waste
